Participant Id	Tumor Type	Annotation	Filter Reason	Removed Samples	Chosen Sample
TCGA-AA-3519	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3519-01A-02D-0819-01	TCGA-AA-3519-01A-02D-1549-01
TCGA-AA-3525	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3525-01A-02D-0824-01	TCGA-AA-3525-01A-02D-1549-01
TCGA-AA-3520	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3520-01A-01D-0819-01	TCGA-AA-3520-01A-01D-1549-01
TCGA-A6-2677	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2677-01A-01D-0819-01	TCGA-A6-2677-01A-01D-1549-01
TCGA-A6-2676	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2676-01A-01D-0824-01	TCGA-A6-2676-01A-01D-1549-01
TCGA-A6-2684	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2684-01A-01D-1406-01	TCGA-A6-2684-01A-01D-1549-01
TCGA-AA-3529	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3529-01A-02D-0819-01	TCGA-AA-3529-01A-02D-1549-01
TCGA-AA-3527	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3527-01A-01D-0819-01	TCGA-AA-3527-01A-01D-1549-01
TCGA-AA-3524	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3524-01A-02D-0819-01	TCGA-AA-3524-01A-02D-1549-01
TCGA-AA-3531	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3531-01A-01D-0819-01	TCGA-AA-3531-01A-01D-1549-01
TCGA-A6-2671	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2671-01A-01D-1406-01	TCGA-A6-2671-01A-01D-1549-01
TCGA-AA-3518	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3518-01A-02D-0824-01	TCGA-AA-3518-01A-02D-1549-01
TCGA-AA-3517	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3517-01A-01D-0819-01	TCGA-AA-3517-01A-01D-1549-01
TCGA-AA-3530	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3530-01A-01D-1018-01	TCGA-AA-3530-01A-01D-1549-01
TCGA-A6-2674	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2674-01A-02D-0819-01	TCGA-A6-2674-01A-02D-1549-01
TCGA-AA-3516	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3516-01A-02D-0824-01	TCGA-AA-3516-01A-02D-1549-01
TCGA-A6-2685	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2685-01A-01D-1406-01	TCGA-A6-2685-01A-01D-1549-01
TCGA-AA-3514	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-AA-3514-01A-02D-0819-01	TCGA-AA-3514-01A-02D-1549-01
TCGA-A6-2683	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__after_5NN_copy_number__data	Analyte Replicate Filter	TCGA-A6-2683-01A-01D-0819-01	TCGA-A6-2683-01A-01D-1549-01
TCGA-A6-6650	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-6650-01A-11D-1772-05	TCGA-A6-6650-01B-02D-A27A-05
TCGA-A6-2684	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-2684-01A-01D-1407-05	TCGA-A6-2684-01C-08D-A27A-05
TCGA-A6-5659	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-5659-01A-01D-1651-05	TCGA-A6-5659-01B-04D-A27A-05
TCGA-A6-5656	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-5656-01A-21D-1837-05	TCGA-A6-5656-01B-02D-A27A-05
TCGA-A6-6780	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-6780-01A-11D-1837-05	TCGA-A6-6780-01B-04D-A27A-05
TCGA-A6-6781	COAD	methylation__humanmethylation450__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Analyte Replicate Filter	TCGA-A6-6781-01A-22D-1926-05	TCGA-A6-6781-01B-06D-A27A-05
TCGA-A6-2682	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2682-01A-01D-1406-01	TCGA-A6-2682-01A-01D-1549-01
TCGA-AA-3521	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3521-01A-01D-0819-01	TCGA-AA-3521-01A-01D-1549-01
TCGA-AA-3522	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3522-01A-01D-0819-01	TCGA-AA-3522-01A-01D-1549-01
TCGA-A6-4107	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-4107-01A-02D-1406-01	TCGA-A6-4107-01A-02D-1549-01
TCGA-A6-2672	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2672-01A-01D-0824-01	TCGA-A6-2672-01A-01D-1549-01
TCGA-AA-3532	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3532-01A-01D-0819-01	TCGA-AA-3532-01A-01D-1549-01
TCGA-A6-2678	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2678-01A-01D-0819-01	TCGA-A6-2678-01A-01D-1549-01
TCGA-AA-3534	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3534-01A-01D-0819-01	TCGA-AA-3534-01A-01D-1549-01
TCGA-AA-3526	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3526-01A-02D-0819-01	TCGA-AA-3526-01A-02D-1549-01
TCGA-A6-2681	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2681-01A-01D-1406-01	TCGA-A6-2681-01A-01D-1549-01
TCGA-A6-2679	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2679-01A-02D-1406-01	TCGA-A6-2679-01A-02D-1549-01
TCGA-A6-2680	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2680-01A-01D-1406-01	TCGA-A6-2680-01A-01D-1549-01
TCGA-A6-2686	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2686-01A-01D-1406-01	TCGA-A6-2686-01A-01D-1549-01
TCGA-AA-3519	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3519-01A-02D-0819-01	TCGA-AA-3519-01A-02D-1549-01
TCGA-AA-3525	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3525-01A-02D-0824-01	TCGA-AA-3525-01A-02D-1549-01
TCGA-AA-3520	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3520-01A-01D-0819-01	TCGA-AA-3520-01A-01D-1549-01
TCGA-A6-2677	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2677-01A-01D-0819-01	TCGA-A6-2677-01A-01D-1549-01
TCGA-A6-2676	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2676-01A-01D-0824-01	TCGA-A6-2676-01A-01D-1549-01
TCGA-A6-2684	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2684-01A-01D-1406-01	TCGA-A6-2684-01A-01D-1549-01
TCGA-AA-3529	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3529-01A-02D-0819-01	TCGA-AA-3529-01A-02D-1549-01
TCGA-AA-3527	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3527-01A-01D-0819-01	TCGA-AA-3527-01A-01D-1549-01
TCGA-AA-3524	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3524-01A-02D-0819-01	TCGA-AA-3524-01A-02D-1549-01
TCGA-AA-3531	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3531-01A-01D-0819-01	TCGA-AA-3531-01A-01D-1549-01
TCGA-A6-2671	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2671-01A-01D-1406-01	TCGA-A6-2671-01A-01D-1549-01
TCGA-AA-3518	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3518-01A-02D-0824-01	TCGA-AA-3518-01A-02D-1549-01
TCGA-AA-3517	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3517-01A-01D-0819-01	TCGA-AA-3517-01A-01D-1549-01
TCGA-AA-3530	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3530-01A-01D-1018-01	TCGA-AA-3530-01A-01D-1549-01
TCGA-A6-2674	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2674-01A-02D-0819-01	TCGA-A6-2674-01A-02D-1549-01
TCGA-AA-3516	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3516-01A-02D-0824-01	TCGA-AA-3516-01A-02D-1549-01
TCGA-A6-2685	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2685-01A-01D-1406-01	TCGA-A6-2685-01A-01D-1549-01
TCGA-AA-3514	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-AA-3514-01A-02D-0819-01	TCGA-AA-3514-01A-02D-1549-01
TCGA-A6-2683	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_1__image_acquisition__data	Analyte Replicate Filter	TCGA-A6-2683-01A-01D-0819-01	TCGA-A6-2683-01A-01D-1549-01
TCGA-A6-2682	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2682-01A-01D-1406-01	TCGA-A6-2682-01A-01D-1549-01
TCGA-AA-3522	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3522-01A-01D-0819-01	TCGA-AA-3522-01A-01D-1549-01
TCGA-AA-3521	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3521-01A-01D-0819-01	TCGA-AA-3521-01A-01D-1549-01
TCGA-A6-2685	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2685-01A-01D-1406-01	TCGA-A6-2685-01A-01D-1549-01
TCGA-A6-2672	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2672-01A-01D-0824-01	TCGA-A6-2672-01A-01D-1549-01
TCGA-A6-4107	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-4107-01A-02D-1406-01	TCGA-A6-4107-01A-02D-1549-01
TCGA-AA-3532	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3532-01A-01D-0819-01	TCGA-AA-3532-01A-01D-1549-01
TCGA-A6-2678	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2678-01A-01D-0819-01	TCGA-A6-2678-01A-01D-1549-01
TCGA-AA-3534	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3534-01A-01D-0819-01	TCGA-AA-3534-01A-01D-1549-01
TCGA-A6-2681	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2681-01A-01D-1406-01	TCGA-A6-2681-01A-01D-1549-01
TCGA-A6-2679	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2679-01A-02D-1406-01	TCGA-A6-2679-01A-02D-1549-01
TCGA-A6-2680	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2680-01A-01D-1406-01	TCGA-A6-2680-01A-01D-1549-01
TCGA-A6-2686	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2686-01A-01D-1406-01	TCGA-A6-2686-01A-01D-1549-01
TCGA-AA-3519	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3519-01A-02D-0819-01	TCGA-AA-3519-01A-02D-1549-01
TCGA-AA-3525	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3525-01A-02D-0824-01	TCGA-AA-3525-01A-02D-1549-01
TCGA-AA-3520	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3520-01A-01D-0819-01	TCGA-AA-3520-01A-01D-1549-01
TCGA-A6-2677	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2677-01A-01D-0819-01	TCGA-A6-2677-01A-01D-1549-01
TCGA-A6-2676	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2676-01A-01D-0824-01	TCGA-A6-2676-01A-01D-1549-01
TCGA-A6-2684	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2684-01A-01D-1406-01	TCGA-A6-2684-01A-01D-1549-01
TCGA-AA-3529	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3529-01A-02D-0819-01	TCGA-AA-3529-01A-02D-1549-01
TCGA-AA-3527	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3527-01A-01D-0819-01	TCGA-AA-3527-01A-01D-1549-01
TCGA-AA-3524	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3524-01A-02D-0819-01	TCGA-AA-3524-01A-02D-1549-01
TCGA-AA-3531	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3531-01A-01D-0819-01	TCGA-AA-3531-01A-01D-1549-01
TCGA-A6-2671	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2671-01A-01D-1406-01	TCGA-A6-2671-01A-01D-1549-01
TCGA-AA-3518	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3518-01A-02D-0824-01	TCGA-AA-3518-01A-02D-1549-01
TCGA-AA-3517	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3517-01A-01D-0819-01	TCGA-AA-3517-01A-01D-1549-01
TCGA-AA-3530	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3530-01A-01D-1018-01	TCGA-AA-3530-01A-01D-1549-01
TCGA-AA-3526	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3526-01A-02D-0819-01	TCGA-AA-3526-01A-02D-1549-01
TCGA-A6-2674	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2674-01A-02D-0819-01	TCGA-A6-2674-01A-02D-1549-01
TCGA-AA-3516	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3516-01A-02D-0824-01	TCGA-AA-3516-01A-02D-1549-01
TCGA-AA-3514	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-AA-3514-01A-02D-0819-01	TCGA-AA-3514-01A-02D-1549-01
TCGA-A6-2683	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-A6-2683-01A-01D-0819-01	TCGA-A6-2683-01A-01D-1549-01
TCGA-A6-2682	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2682-01A-01D-1406-01	TCGA-A6-2682-01A-01D-1549-01
TCGA-AA-3522	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3522-01A-01D-0819-01	TCGA-AA-3522-01A-01D-1549-01
TCGA-AA-3521	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3521-01A-01D-0819-01	TCGA-AA-3521-01A-01D-1549-01
TCGA-A6-2685	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2685-01A-01D-1406-01	TCGA-A6-2685-01A-01D-1549-01
TCGA-A6-2672	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2672-01A-01D-0824-01	TCGA-A6-2672-01A-01D-1549-01
TCGA-A6-4107	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-4107-01A-02D-1406-01	TCGA-A6-4107-01A-02D-1549-01
TCGA-AA-3532	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3532-01A-01D-0819-01	TCGA-AA-3532-01A-01D-1549-01
TCGA-A6-2678	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2678-01A-01D-0819-01	TCGA-A6-2678-01A-01D-1549-01
TCGA-AA-3534	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3534-01A-01D-0819-01	TCGA-AA-3534-01A-01D-1549-01
TCGA-A6-2681	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2681-01A-01D-1406-01	TCGA-A6-2681-01A-01D-1549-01
TCGA-A6-2679	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2679-01A-02D-1406-01	TCGA-A6-2679-01A-02D-1549-01
TCGA-A6-2680	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2680-01A-01D-1406-01	TCGA-A6-2680-01A-01D-1549-01
TCGA-A6-2686	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2686-01A-01D-1406-01	TCGA-A6-2686-01A-01D-1549-01
TCGA-AA-3519	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3519-01A-02D-0819-01	TCGA-AA-3519-01A-02D-1549-01
TCGA-AA-3525	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3525-01A-02D-0824-01	TCGA-AA-3525-01A-02D-1549-01
TCGA-AA-3520	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3520-01A-01D-0819-01	TCGA-AA-3520-01A-01D-1549-01
TCGA-A6-2677	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2677-01A-01D-0819-01	TCGA-A6-2677-01A-01D-1549-01
TCGA-A6-2676	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2676-01A-01D-0824-01	TCGA-A6-2676-01A-01D-1549-01
TCGA-A6-2684	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2684-01A-01D-1406-01	TCGA-A6-2684-01A-01D-1549-01
TCGA-AA-3529	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3529-01A-02D-0819-01	TCGA-AA-3529-01A-02D-1549-01
TCGA-AA-3527	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3527-01A-01D-0819-01	TCGA-AA-3527-01A-01D-1549-01
TCGA-AA-3524	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3524-01A-02D-0819-01	TCGA-AA-3524-01A-02D-1549-01
TCGA-AA-3531	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3531-01A-01D-0819-01	TCGA-AA-3531-01A-01D-1549-01
TCGA-A6-2671	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2671-01A-01D-1406-01	TCGA-A6-2671-01A-01D-1549-01
TCGA-AA-3518	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3518-01A-02D-0824-01	TCGA-AA-3518-01A-02D-1549-01
TCGA-AA-3517	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3517-01A-01D-0819-01	TCGA-AA-3517-01A-01D-1549-01
TCGA-AA-3530	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3530-01A-01D-1018-01	TCGA-AA-3530-01A-01D-1549-01
TCGA-AA-3526	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3526-01A-02D-0819-01	TCGA-AA-3526-01A-02D-1549-01
TCGA-A6-2674	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2674-01A-02D-0819-01	TCGA-A6-2674-01A-02D-1549-01
TCGA-AA-3516	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3516-01A-02D-0824-01	TCGA-AA-3516-01A-02D-1549-01
TCGA-AA-3514	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-AA-3514-01A-02D-0819-01	TCGA-AA-3514-01A-02D-1549-01
TCGA-A6-2683	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_hg19__seg	Analyte Replicate Filter	TCGA-A6-2683-01A-01D-0819-01	TCGA-A6-2683-01A-01D-1549-01
TCGA-A6-6650	COAD	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-A6-6650-01A-11D-A274-01	TCGA-A6-6650-01B-02D-A274-01
